SCH_YEAR,SCH_CD,DIST_NAME,SCH_NAME,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,ENROLLMENT_TOTAL,ENROLLMENT_MALE_CNT,ENROLLMENT_MALE_PCT,ENROLLMENT_FEMALE_CNT,ENROLLMENT_FEMALE_PCT,ENROLLMENT_WHITE_CNT,ENROLLMENT_WHITE_PCT,ENROLLMENT_BLACK_CNT,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC_CNT,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_ASIAN_CNT,ENROLLMENT_ASIAN_PCT,ENROLLMENT_AIAN_CNT,ENROLLMENT_AIAN_PCT,ENROLLMENT_HAWAIIAN_CNT,ENROLLMENT_HAWAIIAN_PCT,ENROLLMENT_OTHER_CNT,ENROLLMENT_OTHER_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS
20122013,175850,Floyd County,Prestonsburg High School,,553.98,594,324,54.5%,270,45.5%,586,98.7%,5,0.8%,0,0.0%,2,0.3%,0,0.0%,0,0.0%,1,0.2%,294,49.5%,58,9.8%,93.3%,5.7%,2.5%,80.8%,98,74.2%,96,72.7%,2,1.5%,18,13.6%,12,9.1%,3,2.3%,1,0.8%,0,0.0%,18:1,32.77,10.92,21.85,1,0.0%,13.8,12.2%,58.5%,29.3%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,301,49,,4826
20122013,175150,Floyd County,South Floyd High School,11034,279.96,291,148,50.9%,143,49.1%,285,97.9%,4,1.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,0.7%,208,71.5%,26,8.9%,93.5%,0.3%,0.3%,79.0%,37,37.8%,37,37.8%,0,0.0%,9,9.2%,26,26.5%,19,19.4%,6,6.1%,1,1.0%,13:1,22.44,10.09,12.35,0,0.0%,10.6,17.2%,69.0%,13.8%,0.0%,0.0%,100.0%,0.0%,3.5:1,50%,225,53,15,5000
20122013,175023,Floyd County,South Floyd Middle School,,208.66,219,107,48.9%,112,51.1%,216,98.6%,1,0.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,2,0.9%,173,79.0%,13,5.9%,95.1%,1.3%,2.1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,14.85,2.00,12.85,0,0.0%,12.3,18.8%,75.0%,6.3%,0.0%,0.0%,100.0%,0.0%,2.6:1,50%,225,53,15,5000
20122013,175995,Floyd County,W.D. Osborne Elementary School,10484,257.11,271,143,52.8%,128,47.2%,266,98.2%,1,0.4%,2,0.7%,0,0.0%,0,0.0%,0,0.0%,2,0.7%,225,83.0%,15,5.5%,95.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,19.35,1.00,18.35,0,0.0%,15.3,19.0%,71.4%,9.5%,0.0%,0.0%,100.0%,0.0%,2.6:1,25.3%,225,11,2,1225
20122013,175,Floyd County,---District---,11123,5797.94,6086,3219,52.9%,"2,867",47.1%,"6,007",98.7%,26,0.4%,17,0.3%,8,0.1%,0,0.0%,0,0.0%,28,0.5%,"3,959",65.1%,480,7.9%,95.0%,1.3%,1.5%,78.6%,231,55.4%,229,54.9%,2,0.5%,33,7.9%,103,24.7%,25,6.0%,18,4.3%,7,1.7%,15:1,404.27,81.02,323.25,11,1.1%,13.1,16.5%,58.3%,24.5%,0.7%,0.0%,100.0%,0.4%,3.2:1,54.4%,4243,565,167,37854
20122013,176010,Fort Thomas Independent,Highlands High School,8316,819.29,876,457,52.2%,419,47.8%,818,93.4%,16,1.8%,17,1.9%,10,1.1%,0,0.0%,0,0.0%,15,1.7%,117,13.4%,26,3.0%,96.8%,1.1%,0.2%,87.0%,176,99.4%,144,81.4%,32,18.1%,0,0.0%,1,0.6%,0,0.0%,0,0.0%,0,0.0%,17:1,52.10,20.00,32.10,2,0.0%,13,4.8%,58.7%,34.9%,0.0%,1.6%,100.0%,0.0%,2:1,63.6%,620,59,2,4500
20122013,176011,Fort Thomas Independent,Highlands Middle School,6861,624.92,661,317,48.0%,344,52.0%,630,95.3%,9,1.4%,9,1.4%,5,0.8%,0,0.0%,0,0.0%,8,1.2%,90,13.6%,28,4.2%,97.3%,0.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,35.50,10.00,25.50,1,0.0%,14,9.3%,65.1%,25.6%,0.0%,0.0%,100.0%,0.0%,2.2:1,79.1%,543,25,23,1200
20122013,176020,Fort Thomas Independent,Johnson Elementary School,8533,351.74,383,198,51.7%,185,48.3%,361,94.3%,0,0.0%,6,1.6%,2,0.5%,0,0.0%,0,0.0%,14,3.7%,39,10.2%,6,1.6%,97.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,25.00,1.00,24.00,2,0.0%,13.5,14.3%,53.6%,32.1%,0.0%,0.0%,100.0%,0.0%,3:1,30.3%,379,205,2,4589
20122013,176030,Fort Thomas Independent,Moyer Elementary School,6344,508.75,534,249,46.6%,285,53.4%,484,90.6%,4,0.7%,21,3.9%,10,1.9%,0,0.0%,0,0.0%,15,2.8%,87,16.3%,15,2.8%,97.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,27.50,3.00,24.50,1,0.0%,13.3,9.4%,53.1%,37.5%,0.0%,0.0%,100.0%,0.0%,4.3:1,50.8%,425,200,250,4200
20122013,176040,Fort Thomas Independent,Woodfill Elementary School,8614,348.2,369,185,50.1%,184,49.9%,335,90.8%,7,1.9%,4,1.1%,4,1.1%,0,0.0%,0,0.0%,19,5.1%,67,18.2%,12,3.3%,97.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,24.00,4.00,20.00,1,0.0%,13.8,8.0%,64.0%,28.0%,0.0%,0.0%,100.0%,0.0%,2.2:1,100%,365,0,5,2000
20122013,176,Fort Thomas Independent,---District---,1047,2652.9,2823,1406,49.8%,"1,417",50.2%,"2,628",93.1%,36,1.3%,57,2.0%,31,1.1%,0,0.0%,0,0.0%,71,2.5%,400,14.2%,87,3.1%,97.3%,0.6%,0.2%,87.0%,176,99.4%,144,81.4%,32,18.1%,0,0.0%,1,0.6%,0,0.0%,0,0.0%,0,0.0%,17:1,164.10,38.00,126.10,7,0.0%,13.4,8.4%,59.2%,31.9%,0.0%,0.5%,100.0%,0.0%,2.4:1,67.9%,2332,489,282,16489
20122013,177080,Frankfort Independent,Capital City Prep,,26.84,33,17,51.5%,16,48.5%,15,45.5%,13,39.4%,2,6.1%,0,0.0%,0,0.0%,0,0.0%,3,9.1%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,3.00,2.00,1.00,0,81.8%,15.3,33.3%,33.3%,33.3%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,,,,
20122013,177070,Frankfort Independent,Frankfort High School,,296.01,310,165,53.2%,145,46.8%,226,72.9%,53,17.1%,7,2.3%,2,0.6%,0,0.0%,0,0.0%,22,7.1%,133,42.9%,12,3.9%,94.4%,0.0%,1.2%,58.4%,31,77.5%,27,67.5%,4,10.0%,0,0.0%,2,5.0%,5,12.5%,0,0.0%,2,5.0%,13:1,24.29,11.50,12.79,1,0.0%,9.8,22.6%,48.4%,22.6%,0.0%,6.5%,100.0%,3.2%,.6:1,88.9%,150,20,5,500
20122013,177050,Frankfort Independent,Second Street School,,424.78,437,214,49.0%,223,51.0%,295,67.5%,77,17.6%,18,4.1%,0,0.0%,0,0.0%,0,0.0%,47,10.8%,256,58.6%,28,6.4%,94.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,33.94,4.50,29.44,0,1.4%,9.3,25.0%,46.9%,28.1%,0.0%,0.0%,100.0%,0.0%,0:1,0%,430,50,25,1500
20122013,177,Frankfort Independent,---District---,,747.63,780,396,50.8%,384,49.2%,536,68.7%,143,18.3%,27,3.5%,2,0.3%,0,0.0%,0,0.0%,72,9.2%,389,49.9%,40,5.1%,94.4%,0.0%,1.4%,63.4%,32,62.7%,28,54.9%,4,7.8%,1,2.0%,4,7.8%,9,17.6%,3,5.9%,2,3.9%,13:1,61.23,18.00,43.23,1,13.3%,9.8,24.2%,47.0%,25.8%,0.0%,3.0%,100.0%,1.5%,0:1,0%,580,70,30,2000
20122013,181015,Franklin County,Bondurant Middle School,5761,635.37,668,321,48.1%,347,51.9%,570,85.3%,36,5.4%,16,2.4%,9,1.3%,0,0.0%,0,0.0%,37,5.5%,271,40.6%,52,7.8%,94.9%,1.4%,0.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,39.50,9.50,30.00,8,9.2%,10.4,28.2%,38.5%,30.8%,0.0%,2.6%,100.0%,2.6%,3.9:1,16.1%,224,40,41,655
20122013,181014,Franklin County,Bridgeport Elementary School,7361,435.28,454,242,53.3%,212,46.7%,359,79.1%,32,7.0%,13,2.9%,15,3.3%,0,0.0%,0,0.0%,35,7.7%,212,46.7%,29,6.4%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,26.00,1.00,25.00,1,0.0%,12.3,12.0%,56.0%,32.0%,0.0%,0.0%,100.0%,0.0%,2.7:1,38.7%,242,16,9,608
20122013,181025,Franklin County,Collins Lane,6962,492.46,512,274,53.5%,238,46.5%,391,76.4%,40,7.8%,28,5.5%,19,3.7%,0,0.0%,0,0.0%,34,6.6%,228,44.5%,32,6.3%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,30.00,3.00,27.00,11,0.0%,10.9,15.4%,46.2%,38.5%,0.0%,0.0%,100.0%,0.0%,3.3:1,20.3%,502,10,42,850
20122013,181016,Franklin County,Early Learning Village,7749,572.32,609,328,53.9%,281,46.1%,426,70.0%,74,12.2%,50,8.2%,12,2.0%,0,0.0%,0,0.0%,47,7.7%,366,60.1%,23,3.8%,94.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23:1,26.00,2.00,24.00,9,0.0%,10,27.3%,39.4%,33.3%,0.0%,0.0%,100.0%,0.0%,6.2:1,13%,205,30,12,938
20122013,181035,Franklin County,Elkhorn Elementary School,7352,280.01,302,149,49.3%,153,50.7%,208,68.9%,33,10.9%,38,12.6%,5,1.7%,0,0.0%,0,0.0%,18,6.0%,191,63.2%,16,5.3%,95.3%,1.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,23.00,6.00,17.00,2,0.0%,5.9,46.7%,46.7%,6.7%,0.0%,0.0%,100.0%,0.0%,2.9:1,0%,83,12,2,550
20122013,181030,Franklin County,Elkhorn Middle School,5743,684.8,723,359,49.7%,364,50.3%,530,73.3%,105,14.5%,39,5.4%,10,1.4%,4,0.6%,0,0.0%,35,4.8%,378,52.3%,33,4.6%,94.2%,2.7%,1.1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,42.00,15.00,27.00,5,18.5%,8.1,20.0%,57.5%,22.5%,0.0%,0.0%,100.0%,0.0%,5:1,5.8%,345,54,3,500
20122013,181012,Franklin County,Franklin County Career and Technical Ctr,,,761,469,61.6%,292,38.4%,644,84.6%,45,5.9%,26,3.4%,13,1.7%,1,0.1%,0,0.0%,32,4.2%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,9.00,5.00,4.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,0%,,,,
20122013,181040,Franklin County,Franklin County High School,6528,902.13,936,477,51.0%,459,49.0%,721,77.0%,94,10.0%,55,5.9%,13,1.4%,0,0.0%,0,0.0%,53,5.7%,335,35.8%,41,4.4%,93.1%,10.5%,0.9%,67.4%,92,50.0%,76,41.3%,16,8.7%,28,15.2%,19,10.3%,33,17.9%,6,3.3%,6,3.3%,17:1,54.50,23.00,31.50,12,0.4%,13.6,6.5%,64.5%,29.0%,0.0%,0.0%,100.0%,0.0%,4.2:1,1.9%,824,90,20,9435
20122013,181045,Franklin County,Hearn Elementary,7044,337.06,351,179,51.0%,172,49.0%,244,69.5%,44,12.5%,23,6.6%,9,2.6%,0,0.0%,0,0.0%,31,8.8%,159,45.3%,16,4.6%,96.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,22.50,2.00,20.50,3,0.0%,10.7,11.1%,61.1%,27.8%,0.0%,0.0%,100.0%,0.0%,2.9:1,56%,235,41,4,1204
20122013,181050,Franklin County,Peaks Mill Elementary,7698,276.26,283,148,52.3%,135,47.7%,213,75.3%,37,13.1%,8,2.8%,3,1.1%,0,0.0%,0,0.0%,22,7.8%,179,63.3%,16,5.7%,95.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,19.00,,19.00,2,0.0%,12.6,12.5%,62.5%,25.0%,0.0%,0.0%,100.0%,0.0%,2.1:1,18.2%,241,24,8,973
20122013,181011,Franklin County,The Academy,36266,37.38,43,30,69.8%,13,30.2%,36,83.7%,3,7.0%,1,2.3%,0,0.0%,0,0.0%,0,0.0%,3,7.0%,,0.0%,,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4:1,12.00,7.00,5.00,,0.0%,14.5,0.0%,83.3%,16.7%,0.0%,0.0%,100.0%,0.0%,.9:1,0%,,,,
20122013,181070,Franklin County,Western Hills High School,6933,715.48,744,363,48.8%,381,51.2%,644,86.6%,47,6.3%,14,1.9%,10,1.3%,4,0.5%,0,0.0%,25,3.4%,234,31.5%,36,4.8%,93.0%,5.2%,1.4%,81.4%,107,62.9%,105,61.8%,2,1.2%,13,7.6%,27,15.9%,4,2.4%,14,8.2%,5,2.9%,18:1,42.00,11.50,30.50,13,0.0%,12,16.3%,46.9%,34.7%,0.0%,2.0%,100.0%,0.0%,2.7:1,21.8%,524,65,22,23000
20122013,181013,Franklin County,Westridge Elementary,7543,420.87,441,224,50.8%,217,49.2%,371,84.1%,24,5.4%,15,3.4%,14,3.2%,0,0.0%,0,0.0%,17,3.9%,216,49.0%,24,5.4%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,25.50,4.00,21.50,8,0.0%,11.3,17.9%,42.9%,39.3%,0.0%,0.0%,100.0%,0.0%,3.2:1,35.4%,400,17,3,800
20122013,181,Franklin County,---District---,9498,5789.42,6066,3094,51.0%,"2,972",49.0%,"4,713",77.7%,569,9.4%,300,4.9%,119,2.0%,8,0.1%,0,0.0%,357,5.9%,"2,769",45.6%,318,5.2%,94.5%,4.3%,1.4%,77.0%,202,53.6%,184,48.8%,18,4.8%,43,11.4%,58,15.4%,39,10.3%,24,6.4%,11,2.9%,16:1,375.00,89.00,286.00,75,4.9%,11.2,17.6%,51.8%,30.0%,0.0%,0.6%,100.0%,0.3%,3.1:1,24.1%,3825,399,166,39513
20122013,185020,Fulton County,Fulton County Elementary/Middle School,10800,350.85,371,191,51.5%,180,48.5%,218,58.8%,116,31.3%,14,3.8%,0,0.0%,3,0.8%,0,0.0%,20,5.4%,263,70.9%,32,8.6%,96.1%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,30.04,5.00,25.04,4,0.0%,12.4,22.6%,48.4%,29.0%,0.0%,0.0%,100.0%,0.0%,2.9:1,75%,225,236,4,1205
20122013,185030,Fulton County,Fulton County High School,10800,155.65,162,88,54.3%,74,45.7%,113,69.8%,45,27.8%,3,1.9%,0,0.0%,0,0.0%,0,0.0%,1,0.6%,101,62.3%,20,12.3%,95.6%,0.0%,0.6%,87.1%,24,63.2%,22,57.9%,2,5.3%,2,5.3%,12,31.6%,0,0.0%,0,0.0%,0,0.0%,9:1,18.00,8.00,10.00,0,0.0%,8.1,38.1%,42.9%,19.0%,0.0%,0.0%,100.0%,0.0%,.9:1,83.3%,82,85,4,1110
20122013,185,Fulton County,---District---,10800,506.5,533,279,52.3%,254,47.7%,331,62.1%,161,30.2%,17,3.2%,0,0.0%,3,0.6%,0,0.0%,21,3.9%,364,68.3%,52,9.8%,95.9%,0.0%,0.4%,87.1%,24,63.2%,22,57.9%,2,5.3%,2,5.3%,12,31.6%,0,0.0%,0,0.0%,0,0.0%,11:1,48.04,13.00,35.04,4,0.0%,10.8,28.8%,46.2%,25.0%,0.0%,0.0%,100.0%,0.0%,1.6:1,80.8%,318,226,7,2450
20122013,186018,Fulton Independent,Fulton Independent School,10125,334.29,354,171,48.3%,183,51.7%,171,48.3%,143,40.4%,6,1.7%,2,0.6%,0,0.0%,2,0.6%,30,8.5%,290,81.9%,13,3.7%,94.7%,1.6%,2.4%,84.1%,19,63.3%,17,56.7%,2,6.7%,1,3.3%,7,23.3%,0,0.0%,3,10.0%,0,0.0%,11:1,32.00,5.00,27.00,0,0.0%,8.2,32.3%,51.6%,12.9%,3.2%,0.0%,100.0%,0.0%,2.4:1,61.7%,283,,,918
20122013,186,Fulton Independent,---District---,11180,334.29,354,171,48.3%,183,51.7%,171,48.3%,143,40.4%,6,1.7%,2,0.6%,0,0.0%,2,0.6%,30,8.5%,290,81.9%,13,3.7%,94.7%,1.6%,2.4%,84.1%,19,63.3%,17,56.7%,2,6.7%,1,3.3%,7,23.3%,0,0.0%,3,10.0%,0,0.0%,11:1,32.00,5.00,27.00,0,0.0%,8.2,32.3%,51.6%,12.9%,3.2%,0.0%,100.0%,0.0%,2.4:1,61.7%,283,,,918
20122013,191020,Gallatin County,Gallatin County High School,7482,434.36,444,238,53.6%,206,46.4%,405,91.2%,3,0.7%,28,6.3%,1,0.2%,1,0.2%,1,0.2%,5,1.1%,214,48.2%,37,8.3%,93.7%,3.5%,2.2%,82.3%,31,29.0%,26,24.3%,5,4.7%,3,2.8%,36,33.6%,20,18.7%,14,13.1%,3,2.8%,14:1,31.66,16.00,15.66,1,0.0%,8.9,13.9%,55.6%,27.8%,2.8%,0.0%,100.0%,0.0%,2.3:1,88.1%,238,146,5,786
20122013,191010,Gallatin County,Gallatin County Lower Elementary,7172,390.46,406,194,47.8%,212,52.2%,346,85.2%,5,1.2%,43,10.6%,0,0.0%,0,0.0%,2,0.5%,10,2.5%,263,64.8%,28,6.9%,95.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,29.04,,29.04,6,0.0%,8.5,23.1%,57.7%,19.2%,0.0%,0.0%,100.0%,0.0%,3.2:1,59%,353,73,8,2837
20122013,191005,Gallatin County,Gallatin County Middle School,6542,365.26,382,203,53.1%,179,46.9%,331,86.6%,1,0.3%,36,9.4%,0,0.0%,1,0.3%,2,0.5%,11,2.9%,239,62.6%,31,8.1%,95.2%,0.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,19.91,4.00,15.91,2,0.0%,11.3,6.9%,55.2%,37.9%,0.0%,0.0%,100.0%,0.0%,2.3:1,75%,56,36,2,794
20122013,191006,Gallatin County,Gallatin County Upper Elementary,5848,341.69,358,172,48.0%,186,52.0%,312,87.2%,3,0.8%,33,9.2%,0,0.0%,0,0.0%,0,0.0%,10,2.8%,245,68.4%,27,7.5%,95.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,22.91,4.00,18.91,3,0.0%,11.9,6.7%,70.0%,23.3%,0.0%,0.0%,100.0%,0.0%,1.8:1,78.9%,207,47,2,1509
20122013,191,Gallatin County,---District---,10070,1531.77,1590,807,50.8%,783,49.2%,"1,394",87.7%,12,0.8%,140,8.8%,1,0.1%,2,0.1%,5,0.3%,36,2.3%,961,60.4%,123,7.7%,94.9%,1.7%,1.4%,82.3%,31,29.0%,26,24.3%,5,4.7%,3,2.8%,36,33.6%,20,18.7%,14,13.1%,3,2.8%,15:1,104.52,25.00,79.52,12,0.0%,10.2,12.4%,59.5%,27.3%,0.8%,0.0%,100.0%,0.0%,2.3:1,78.8%,854,302,17,5926
20122013,195050,Garrard County,Camp Dick Robinson Elementary School,7856,442.73,480,243,50.6%,237,49.4%,442,92.1%,6,1.3%,22,4.6%,0,0.0%,1,0.2%,0,0.0%,9,1.9%,231,48.1%,18,3.8%,95.3%,0.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,31.05,3.00,28.05,0,0.0%,12.9,11.8%,61.8%,26.5%,0.0%,0.0%,100.0%,0.0%,3.3:1,53%,242,8,15,1377
20122013,195060,Garrard County,Garrard County High School,7895,638.6,675,362,53.6%,313,46.4%,626,92.7%,18,2.7%,16,2.4%,0,0.0%,0,0.0%,1,0.1%,14,2.1%,339,50.2%,41,6.1%,93.0%,9.2%,0.1%,79.9%,93,49.5%,91,48.4%,2,1.1%,0,0.0%,27,14.4%,57,30.3%,3,1.6%,8,4.3%,14:1,48.00,15.00,33.00,1,0.0%,13.2,8.9%,60.7%,28.6%,0.0%,1.8%,100.0%,0.0%,1.8:1,99.2%,390,23,2,2259
20122013,195070,Garrard County,Garrard Middle School,7587,535.06,566,282,49.8%,284,50.2%,513,90.6%,13,2.3%,20,3.5%,4,0.7%,0,0.0%,0,0.0%,16,2.8%,315,55.7%,32,5.7%,94.5%,0.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,39.00,13.00,26.00,0,0.0%,11,30.8%,51.3%,17.9%,0.0%,0.0%,100.0%,0.0%,2.5:1,50.5%,225,24,3,742
20122013,195220,Garrard County,Lancaster Elementary School,8307,389.44,412,201,48.8%,211,51.2%,343,83.3%,18,4.4%,34,8.3%,3,0.7%,0,0.0%,0,0.0%,14,3.4%,309,75.0%,25,6.1%,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,29.44,1.00,28.44,0,0.0%,11.4,9.7%,83.9%,6.5%,0.0%,0.0%,100.0%,0.0%,7:1,19.6%,153,13,3,1684
20122013,195090,Garrard County,Paint Lick Elementary School,8666,307.44,315,161,51.1%,154,48.9%,292,92.7%,0,0.0%,15,4.8%,0,0.0%,0,0.0%,0,0.0%,8,2.5%,174,55.2%,29,9.2%,94.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,21.52,2.00,19.52,0,0.0%,17.8,4.3%,39.1%,56.5%,0.0%,0.0%,100.0%,0.0%,2.7:1,57.8%,295,48,8,515
20122013,195,Garrard County,---District---,10497,2313.27,2448,1249,51.0%,"1,199",49.0%,"2,216",90.5%,55,2.2%,107,4.4%,7,0.3%,1,0.0%,1,0.0%,61,2.5%,"1,368",55.9%,145,5.9%,94.3%,4.1%,0.3%,79.9%,93,49.5%,91,48.4%,2,1.1%,0,0.0%,27,14.4%,57,30.3%,3,1.6%,8,4.3%,14:1,169.01,34.00,135.01,2,0.0%,13,13.7%,60.1%,25.7%,0.0%,0.5%,100.0%,0.0%,2.6:1,70.3%,1200,116,31,8836
20122013,197030,Glasgow Independent,Glasgow High School,9538,502.37,518,259,50.0%,259,50.0%,406,78.4%,56,10.8%,28,5.4%,6,1.2%,0,0.0%,0,0.0%,22,4.2%,213,41.1%,32,6.2%,93.0%,1.5%,0.5%,87.8%,75,56.0%,73,54.5%,2,1.5%,17,12.7%,16,11.9%,23,17.2%,0,0.0%,3,2.2%,13:1,39.50,17.00,22.50,4,0.0%,12.8,22.9%,45.8%,31.3%,0.0%,0.0%,100.0%,0.0%,2.2:1,100%,362,61,3,3811
20122013,197035,Glasgow Independent,Glasgow Middle School,8268,467.02,491,274,55.8%,217,44.2%,380,77.4%,60,12.2%,25,5.1%,4,0.8%,0,0.0%,1,0.2%,21,4.3%,258,52.5%,31,6.3%,95.6%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,33.60,8.00,25.60,1,5.7%,12.8,15.0%,52.5%,32.5%,0.0%,0.0%,100.0%,0.0%,2.7:1,100%,265,16,15,365
